aspect,keyword_matched,sentence,sentiment_score,review_id,product_id,brand
Size & Capacity,compartments,Really impressed with the compartments,0.5256,R7S7O4YC3S0DPJ,B91640B2DE,Aristocrat
Durability,quality,Mediocre quality,0.0,REQ4D7D7GDLWAG,B91640B2DE,Aristocrat
Zipper,zipper,Lightweight is great but zipper failure is disappointing,-0.802,REQ4D7D7GDLWAG,B91640B2DE,Aristocrat
Weight,lightweight,Lightweight is great but zipper failure is disappointing,-0.802,REQ4D7D7GDLWAG,B91640B2DE,Aristocrat
Material,material,Simple design but cheap material feel,0.0,RKUO4JH9JPDMN1,B783A0E9E3,Aristocrat
Lock,lock,"The lock is okay, nothing extraordinary",0.2263,RKUO4JH9JPDMN1,B783A0E9E3,Aristocrat
Weight,weight,Basic functionality and the weight is top notch,0.2023,RM32HZS32D1JQB,B783A0E9E3,Aristocrat
Material,build,Simple design and the build quality is top notch,0.2023,RNNVBZW5APMXD6,B783A0E9E3,Aristocrat
Durability,build quality,Simple design and the build quality is top notch,0.2023,RNNVBZW5APMXD6,B783A0E9E3,Aristocrat
Size & Capacity,fits,Fits all airline requirements,0.0,RRI0VROB7I77DP,B783A0E9E3,Aristocrat
Material,build,build quality is of great quality,0.6249,RRI0VROB7I77DP,B783A0E9E3,Aristocrat
Durability,build quality,build quality is of great quality,0.6249,RRI0VROB7I77DP,B783A0E9E3,Aristocrat
Durability,quality,Average quality,0.0,RH91EL88L12QFA,B783A0E9E3,Aristocrat
Material,material,"Basic functionality which is nice, but cheap material feel",0.2263,RH91EL88L12QFA,B783A0E9E3,Aristocrat
Durability,quality,Aristocrat quality is reliable,0.0,RFT1AFDTOHRNQI,B783A0E9E3,Aristocrat
Weight,lightweight,Lightweight and basic functionality,0.0,R0POCR0VHV1NM3,B783A0E9E3,Aristocrat
Durability,quality,Aristocrat quality is reliable,0.0,R0POCR0VHV1NM3,B783A0E9E3,Aristocrat
Material,build,"The build quality is good, Most affordable",0.4404,RPMXPKN3B8PFY4,B783A0E9E3,Aristocrat
Durability,build quality,"The build quality is good, Most affordable",0.4404,RPMXPKN3B8PFY4,B783A0E9E3,Aristocrat
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RPMXPKN3B8PFY4,B783A0E9E3,Aristocrat
Material,build,The build quality is excellent,0.5719,RPMXPKN3B8PFY4,B783A0E9E3,Aristocrat
Durability,build quality,The build quality is excellent,0.5719,RPMXPKN3B8PFY4,B783A0E9E3,Aristocrat
Weight,weight,The weight makes it very convenient to use,0.0,RXYPBP0E36S2Z4,B46A7BE6E5,Aristocrat
Durability,quality,Average quality,0.0,RH30QBKERN6YJM,B46A7BE6E5,Aristocrat
Material,material,"Most affordable which is nice, but cheap material feel",0.2263,RH30QBKERN6YJM,B46A7BE6E5,Aristocrat
Weight,lightweight,Lightweight and the lock is top notch,0.2023,RALWVMB0IDD0WP,B46A7BE6E5,Aristocrat
Lock,lock,Lightweight and the lock is top notch,0.2023,RALWVMB0IDD0WP,B46A7BE6E5,Aristocrat
Durability,quality,Mediocre quality,0.0,RBV03DS0MWKOG0,B46A7BE6E5,Aristocrat
Material,material,Most affordable but cheap material feel,0.0,RBV03DS0MWKOG0,B46A7BE6E5,Aristocrat
Material,build,"The build quality is okay, nothing extraordinary",0.2263,RBV03DS0MWKOG0,B46A7BE6E5,Aristocrat
Durability,build quality,"The build quality is okay, nothing extraordinary",0.2263,RBV03DS0MWKOG0,B46A7BE6E5,Aristocrat
Zipper,zipper,"However, zipper failure",-0.5106,R9WT2YBUH7JYGS,B46A7BE6E5,Aristocrat
Weight,weight,The weight could be better,0.4404,R9WT2YBUH7JYGS,B46A7BE6E5,Aristocrat
Handle,handle,handle issues though,0.0,RJQ2WDIZHW0VQP,B46A7BE6E5,Aristocrat
Weight,weight,The weight is mediocre,0.0,RJQ2WDIZHW0VQP,B46A7BE6E5,Aristocrat
Durability,quality,Mediocre quality,0.0,R3F4RTGOOXUCR9,B46A7BE6E5,Aristocrat
Material,material,Product looks good but cheap material feel,0.2382,R3F4RTGOOXUCR9,B46A7BE6E5,Aristocrat
Weight,lightweight,Lightweight saves it somewhat,0.0,R3F4RTGOOXUCR9,B46A7BE6E5,Aristocrat
Durability,quality,Usable but don't expect premium quality at this price,0.0,R3F4RTGOOXUCR9,B46A7BE6E5,Aristocrat
Durability,durability,But poor durability is a concern,-0.631,RWGMP9A9URI7EV,B46A7BE6E5,Aristocrat
Size & Capacity,fits,Fits all airline requirements,0.0,R199TMH6K1WXYW,B46A7BE6E5,Aristocrat
Weight,lightweight,Lightweight,0.0,R199TMH6K1WXYW,B46A7BE6E5,Aristocrat
Handle,handle,handle is of great quality,0.6249,R199TMH6K1WXYW,B46A7BE6E5,Aristocrat
Durability,quality,handle is of great quality,0.6249,R199TMH6K1WXYW,B46A7BE6E5,Aristocrat
Weight,lightweight,Lightweight,0.0,R7GKTMQG6NX9OW,B46A7BE6E5,Aristocrat
Handle,handle,But handle issues is a concern,0.0,R7GKTMQG6NX9OW,B46A7BE6E5,Aristocrat
Durability,quality,Excellent quality,0.5719,R8AV2OSG6Q0IQZ,B2FF044EE5,Aristocrat
Material,material,Simple design and the material is top notch,0.2023,R8AV2OSG6Q0IQZ,B2FF044EE5,Aristocrat
Material,build,The build quality is even better than my previous bag,0.4404,RPIGQX2456IZC0,B2FF044EE5,Aristocrat
Durability,build quality,The build quality is even better than my previous bag,0.4404,RPIGQX2456IZC0,B2FF044EE5,Aristocrat
Size & Capacity,spacious,Compact yet spacious,0.0,R85TZV9ZP3C330,B2FF044EE5,Aristocrat
Material,build,The build quality deserves special mention,0.4019,R85TZV9ZP3C330,B2FF044EE5,Aristocrat
Durability,build quality,The build quality deserves special mention,0.4019,R85TZV9ZP3C330,B2FF044EE5,Aristocrat
Wheels,wheel,"However, wheel quality",0.0,R1U2ZNXFIRJLYQ,B2FF044EE5,Aristocrat
Durability,quality,"However, wheel quality",0.0,R1U2ZNXFIRJLYQ,B2FF044EE5,Aristocrat
Weight,weight,The weight could be better,0.4404,R1U2ZNXFIRJLYQ,B2FF044EE5,Aristocrat
Weight,lightweight,Lightweight,0.0,RLQJJBFSA5UZLZ,B2FF044EE5,Aristocrat
Lock,lock,The lock impressed me the most,0.4767,RLQJJBFSA5UZLZ,B2FF044EE5,Aristocrat
Wheels,wheel,wheel quality though,0.0,RFANS5SR69XVSS,B983261431,Aristocrat
Durability,quality,wheel quality though,0.0,RFANS5SR69XVSS,B983261431,Aristocrat
Lock,lock,The lock is mediocre,0.0,RFANS5SR69XVSS,B983261431,Aristocrat
Handle,handle,But handle issues is a concern,0.0,RA8MLIK22XMQ66,B983261431,Aristocrat
Handle,handle,The handle impressed me the most,0.4767,R84TC2QSI2G74I,B983261431,Aristocrat
Weight,lightweight,Lightweight,0.0,RG3C6SCIVUQT2L,B983261431,Aristocrat
Material,material,The material feels durable and the lock is very smooth,0.0,RG3C6SCIVUQT2L,B983261431,Aristocrat
Durability,durable,The material feels durable and the lock is very smooth,0.0,RG3C6SCIVUQT2L,B983261431,Aristocrat
Lock,lock,The material feels durable and the lock is very smooth,0.0,RG3C6SCIVUQT2L,B983261431,Aristocrat
Material,material,cheap material feel though,0.0,RU5E51H3WQA1VR,B983261431,Aristocrat
Handle,handle,The handle is mediocre,0.0,RU5E51H3WQA1VR,B983261431,Aristocrat
Weight,lightweight,Lightweight and easy to maneuver,0.4404,RIJULP98RL9QFC,B983261431,Aristocrat
Lock,lock,The lock makes it very convenient to use,0.0,RIJULP98RL9QFC,B983261431,Aristocrat
Material,build,"The build quality is good, Most affordable",0.4404,RLK1QY7HYLGOGF,B983261431,Aristocrat
Durability,build quality,"The build quality is good, Most affordable",0.4404,RLK1QY7HYLGOGF,B983261431,Aristocrat
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RLK1QY7HYLGOGF,B983261431,Aristocrat
Zipper,zipper,The zipper is excellent,0.5719,RLK1QY7HYLGOGF,B983261431,Aristocrat
Weight,lightweight,Lightweight,0.0,RL03LLU1A7BOXF,B4A671E0A4,Aristocrat
Lock,lock,The lock is even better than my previous bag,0.4404,RL03LLU1A7BOXF,B4A671E0A4,Aristocrat
Weight,lightweight,Lightweight and most affordable,0.0,RPNU02WPJCF07V,B4A671E0A4,Aristocrat
Durability,sturdy,Looks premium and feels sturdy,0.0,RPNU02WPJCF07V,B4A671E0A4,Aristocrat
Durability,quality,The lock quality is really good for this price range,0.4927,RPNU02WPJCF07V,B4A671E0A4,Aristocrat
Lock,lock,The lock quality is really good for this price range,0.4927,RPNU02WPJCF07V,B4A671E0A4,Aristocrat
Material,build,"The build quality is good, Lightweight",0.4404,RNDXJN7DE0L1OF,B4A671E0A4,Aristocrat
Durability,build quality,"The build quality is good, Lightweight",0.4404,RNDXJN7DE0L1OF,B4A671E0A4,Aristocrat
Weight,lightweight,"The build quality is good, Lightweight",0.4404,RNDXJN7DE0L1OF,B4A671E0A4,Aristocrat
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RNDXJN7DE0L1OF,B4A671E0A4,Aristocrat
Material,build,The build quality is excellent,0.5719,RNDXJN7DE0L1OF,B4A671E0A4,Aristocrat
Durability,build quality,The build quality is excellent,0.5719,RNDXJN7DE0L1OF,B4A671E0A4,Aristocrat
Durability,durability,Lightweight is great but poor durability is disappointing,-0.7845,R1C2ZL46Q5GQQL,B4A671E0A4,Aristocrat
Weight,lightweight,Lightweight is great but poor durability is disappointing,-0.7845,R1C2ZL46Q5GQQL,B4A671E0A4,Aristocrat
Wheels,wheels,Most affordable and the wheels is top notch,0.2023,RP323C9NU985LT,B4A671E0A4,Aristocrat
Durability,quality,Excellent quality,0.5719,RUQXGCY3Q69FLG,B4A671E0A4,Aristocrat
Handle,handle,The material feels durable and the handle is very smooth,0.0,RUQXGCY3Q69FLG,B4A671E0A4,Aristocrat
Material,material,The material feels durable and the handle is very smooth,0.0,RUQXGCY3Q69FLG,B4A671E0A4,Aristocrat
Durability,durable,The material feels durable and the handle is very smooth,0.0,RUQXGCY3Q69FLG,B4A671E0A4,Aristocrat
Zipper,zipper,Simple design but zipper failure,-0.6652,RA3AIPJIYLQX1U,B4A671E0A4,Aristocrat
Weight,weight,"The weight is okay, nothing extraordinary",0.2263,RA3AIPJIYLQX1U,B4A671E0A4,Aristocrat
Durability,quality,Excellent quality,0.5719,RAV42T8LLIHKPJ,B4A671E0A4,Aristocrat
Material,build,"The build quality is good, Lightweight",0.4404,RAV42T8LLIHKPJ,B4A671E0A4,Aristocrat
Durability,build quality,"The build quality is good, Lightweight",0.4404,RAV42T8LLIHKPJ,B4A671E0A4,Aristocrat
Weight,lightweight,"The build quality is good, Lightweight",0.4404,RAV42T8LLIHKPJ,B4A671E0A4,Aristocrat
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RAV42T8LLIHKPJ,B4A671E0A4,Aristocrat
Zipper,zipper,The zipper is excellent,0.5719,RAV42T8LLIHKPJ,B4A671E0A4,Aristocrat
Durability,quality,Great quality for the price,0.6249,R54HBPH1VE8SUS,B4A671E0A4,Aristocrat
Material,build,The build quality works smoothly,0.0,R54HBPH1VE8SUS,B4A671E0A4,Aristocrat
Durability,build quality,The build quality works smoothly,0.0,R54HBPH1VE8SUS,B4A671E0A4,Aristocrat
Material,material,Excellent material,0.5719,RANP8DMLC8XIZX,BD5CF69178,Nasher Miles
Size & Capacity,compartments,The compartments is even better than my previous bag,0.4404,RANP8DMLC8XIZX,BD5CF69178,Nasher Miles
Material,material,"Excellent material, premium look, and excellent lock",0.8126,R4GASFQBVH0KW3,BD5CF69178,Nasher Miles
Lock,lock,"Excellent material, premium look, and excellent lock",0.8126,R4GASFQBVH0KW3,BD5CF69178,Nasher Miles
Zipper,zipper,The zipper impressed me the most,0.4767,RRLW6JL2L5B56B,BD5CF69178,Nasher Miles
Zipper,zipper,Premium look and the zipper is top notch,0.2023,R6D9ER94TEVWLQ,BD5CF69178,Nasher Miles
Handle,handle,The handle is even better than my previous bag,0.4404,RHE7ICDO5DIGXL,BD5CF69178,Nasher Miles
Wheels,360,Smooth 360 wheels,0.0,RNF0402W29AW4I,BD5CF69178,Nasher Miles
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RNF0402W29AW4I,BD5CF69178,Nasher Miles
Durability,quality,lock quality is commendable,0.0,RNF0402W29AW4I,BD5CF69178,Nasher Miles
Lock,lock,lock quality is commendable,0.0,RNF0402W29AW4I,BD5CF69178,Nasher Miles
Wheels,360,Smooth 360 wheels,0.0,RJP0XSM9GM51QD,BD5CF69178,Nasher Miles
Weight,weight,The weight is even better than my previous bag,0.4404,RJP0XSM9GM51QD,BD5CF69178,Nasher Miles
Durability,quality,Excellent quality,0.5719,RIQETK5LP9C5SO,BD5CF69178,Nasher Miles
Material,material,Premium look and excellent material,0.5719,RIQETK5LP9C5SO,BD5CF69178,Nasher Miles
Durability,quality,Nasher Miles quality is reliable,0.0,RIQETK5LP9C5SO,BD5CF69178,Nasher Miles
Lock,tsa,Tsa lock,0.0,R4S2NI8TNDFWW4,BD5CF69178,Nasher Miles
Material,material,The material feels durable and the compartments is very smooth,0.0,R4S2NI8TNDFWW4,BD5CF69178,Nasher Miles
Size & Capacity,compartments,The material feels durable and the compartments is very smooth,0.0,R4S2NI8TNDFWW4,BD5CF69178,Nasher Miles
Durability,durable,The material feels durable and the compartments is very smooth,0.0,R4S2NI8TNDFWW4,BD5CF69178,Nasher Miles
Wheels,360,Smooth 360 wheels,0.0,R88K686QE7AJUL,BD5CF69178,Nasher Miles
Size & Capacity,spacious,Compact yet spacious,0.0,R88K686QE7AJUL,BD5CF69178,Nasher Miles
Weight,weight,The weight deserves special mention,0.4019,R88K686QE7AJUL,BD5CF69178,Nasher Miles
Wheels,360,Smooth 360 wheels,0.0,R2XOG4C8J6E07F,BD5CF69178,Nasher Miles
Size & Capacity,spacious,Compact yet spacious,0.0,R2XOG4C8J6E07F,BD5CF69178,Nasher Miles
Material,build,The build quality deserves special mention,0.4019,R2XOG4C8J6E07F,BD5CF69178,Nasher Miles
Durability,build quality,The build quality deserves special mention,0.4019,R2XOG4C8J6E07F,BD5CF69178,Nasher Miles
Durability,quality,Excellent quality,0.5719,RTVF51Z58B4JWP,BDFFD1D48B,Nasher Miles
Material,build,"The build quality is good, Trendy colors",0.4404,RTVF51Z58B4JWP,BDFFD1D48B,Nasher Miles
Durability,build quality,"The build quality is good, Trendy colors",0.4404,RTVF51Z58B4JWP,BDFFD1D48B,Nasher Miles
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RTVF51Z58B4JWP,BDFFD1D48B,Nasher Miles
Material,build,The build quality is excellent,0.5719,RTVF51Z58B4JWP,BDFFD1D48B,Nasher Miles
Durability,build quality,The build quality is excellent,0.5719,RTVF51Z58B4JWP,BDFFD1D48B,Nasher Miles
Material,material,The material feels durable and the material is very smooth,0.0,RVVN5X48PW5K0J,BDFFD1D48B,Nasher Miles
Durability,durable,The material feels durable and the material is very smooth,0.0,RVVN5X48PW5K0J,BDFFD1D48B,Nasher Miles
Durability,quality,Excellent quality,0.5719,RZRVHPJ93RVUV5,BDFFD1D48B,Nasher Miles
Lock,lock,The lock impressed me the most,0.4767,RZRVHPJ93RVUV5,BDFFD1D48B,Nasher Miles
Size & Capacity,fits,Fits all airline requirements,0.0,RMY6PO0M24US73,BDFFD1D48B,Nasher Miles
Handle,handle,handle is of great quality,0.6249,RMY6PO0M24US73,BDFFD1D48B,Nasher Miles
Durability,quality,handle is of great quality,0.6249,RMY6PO0M24US73,BDFFD1D48B,Nasher Miles
Material,build,"The build quality is good, Tsa lock",0.4404,RWLKOBQ6MYM8J2,BDFFD1D48B,Nasher Miles
Durability,build quality,"The build quality is good, Tsa lock",0.4404,RWLKOBQ6MYM8J2,BDFFD1D48B,Nasher Miles
Lock,tsa,"The build quality is good, Tsa lock",0.4404,RWLKOBQ6MYM8J2,BDFFD1D48B,Nasher Miles
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RWLKOBQ6MYM8J2,BDFFD1D48B,Nasher Miles
Wheels,wheels,The wheels is excellent,0.5719,RWLKOBQ6MYM8J2,BDFFD1D48B,Nasher Miles
Lock,tsa,Tsa lock,0.0,ROM344MW04I3DZ,BDFFD1D48B,Nasher Miles
Material,material,The material feels durable and the material is very smooth,0.0,ROM344MW04I3DZ,BDFFD1D48B,Nasher Miles
Durability,durable,The material feels durable and the material is very smooth,0.0,ROM344MW04I3DZ,BDFFD1D48B,Nasher Miles
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,R4RMPNFGAGLSXK,BDFFD1D48B,Nasher Miles
Zipper,zipper,zipper quality is commendable,0.0,R4RMPNFGAGLSXK,BDFFD1D48B,Nasher Miles
Durability,quality,zipper quality is commendable,0.0,R4RMPNFGAGLSXK,BDFFD1D48B,Nasher Miles
Handle,handle,"Tsa lock, trendy colors, and excellent handle",0.5719,RFMMEN4052W8LI,BDFFD1D48B,Nasher Miles
Lock,tsa,"Tsa lock, trendy colors, and excellent handle",0.5719,RFMMEN4052W8LI,BDFFD1D48B,Nasher Miles
Wheels,360,Trendy colors and smooth 360 wheels,0.0,R9IIXHAIAW4OTU,BDFFD1D48B,Nasher Miles
Lock,lock,The lock is really impressive,0.5563,R9IIXHAIAW4OTU,BDFFD1D48B,Nasher Miles
Material,material,"Excellent material, trendy colors, and excellent weight",0.8126,RPN7ITCYL3Z2UD,BDFFD1D48B,Nasher Miles
Weight,weight,"Excellent material, trendy colors, and excellent weight",0.8126,RPN7ITCYL3Z2UD,BDFFD1D48B,Nasher Miles
Lock,tsa,Tsa lock,0.0,RMZ93IJ4QPVC9A,BDFFD1D48B,Nasher Miles
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RMZ93IJ4QPVC9A,BDFFD1D48B,Nasher Miles
Handle,handle,handle quality is commendable,0.0,RMZ93IJ4QPVC9A,BDFFD1D48B,Nasher Miles
Durability,quality,handle quality is commendable,0.0,RMZ93IJ4QPVC9A,BDFFD1D48B,Nasher Miles
Durability,quality,Great quality for the price,0.6249,RJJ6AVP1EOXLZK,BDFFD1D48B,Nasher Miles
Material,material,Excellent material,0.5719,RJJ6AVP1EOXLZK,BDFFD1D48B,Nasher Miles
Zipper,zipper,The zipper works smoothly,0.0,RJJ6AVP1EOXLZK,BDFFD1D48B,Nasher Miles
Weight,weight,Tsa lock and the weight is top notch,0.2023,R58B1V1CCOFH91,BDFFD1D48B,Nasher Miles
Lock,tsa,Tsa lock and the weight is top notch,0.2023,R58B1V1CCOFH91,BDFFD1D48B,Nasher Miles
Wheels,360,Trendy colors and smooth 360 wheels,0.0,RGLGPJDJHMXCQD,B65D869BAB,Nasher Miles
Durability,quality,Nasher Miles quality is reliable,0.0,RGLGPJDJHMXCQD,B65D869BAB,Nasher Miles
Weight,heavy,Product looks good but heavy weight,0.2382,R8TANA6U48GWGH,B65D869BAB,Nasher Miles
Durability,quality,Usable but don't expect premium quality at this price,0.0,R8TANA6U48GWGH,B65D869BAB,Nasher Miles
Wheels,360,Trendy colors and smooth 360 wheels,0.0,RF3BBT873LKMGS,B65D869BAB,Nasher Miles
Zipper,zipper,Really impressed with the zipper,0.5256,RF3BBT873LKMGS,B65D869BAB,Nasher Miles
Lock,tsa,Tsa lock,0.0,R7YCIF8R2BC9R4,B65D869BAB,Nasher Miles
Size & Capacity,compartments,The compartments is even better than my previous bag,0.4404,R7YCIF8R2BC9R4,B65D869BAB,Nasher Miles
Lock,tsa,Tsa lock and TSA lock,0.0,RZS1XKE1KWONRR,B65D869BAB,Nasher Miles
Size & Capacity,compartments,Really impressed with the compartments,0.5256,RZS1XKE1KWONRR,B65D869BAB,Nasher Miles
Material,material,Excellent material,0.5719,R3GD60UGLBB8NM,B65D869BAB,Nasher Miles
Lock,lock,The lock is even better than my previous bag,0.4404,R3GD60UGLBB8NM,B65D869BAB,Nasher Miles
Material,material,Excellent material,0.5719,RD86ZCHHXA7HY7,B65D869BAB,Nasher Miles
Material,material,The material feels durable and the zipper is very smooth,0.0,RD86ZCHHXA7HY7,B65D869BAB,Nasher Miles
Zipper,zipper,The material feels durable and the zipper is very smooth,0.0,RD86ZCHHXA7HY7,B65D869BAB,Nasher Miles
Durability,durable,The material feels durable and the zipper is very smooth,0.0,RD86ZCHHXA7HY7,B65D869BAB,Nasher Miles
Durability,quality,Mediocre quality,0.0,R7OFVWJ7YZ6L7X,B65D869BAB,Nasher Miles
Durability,quality,Average quality,0.0,R7OFVWJ7YZ6L7X,B65D869BAB,Nasher Miles
Weight,heavy,"Trendy colors which is nice, but heavy weight",0.2263,R7OFVWJ7YZ6L7X,B65D869BAB,Nasher Miles
Size & Capacity,spacious,Compact yet spacious,0.0,RAYB1EYCEF2CTG,B65D869BAB,Nasher Miles
Material,material,The material deserves special mention,0.4019,RAYB1EYCEF2CTG,B65D869BAB,Nasher Miles
Material,material,Tsa lock and excellent material,0.5719,R4J1O5HD4HSBRE,B65D869BAB,Nasher Miles
Lock,tsa,Tsa lock and excellent material,0.5719,R4J1O5HD4HSBRE,B65D869BAB,Nasher Miles
Durability,sturdy,Looks premium and feels sturdy,0.0,R4J1O5HD4HSBRE,B65D869BAB,Nasher Miles
Durability,quality,The weight quality is really good for this price range,0.4927,R4J1O5HD4HSBRE,B65D869BAB,Nasher Miles
Weight,weight,The weight quality is really good for this price range,0.4927,R4J1O5HD4HSBRE,B65D869BAB,Nasher Miles
Material,material,Tsa lock and excellent material,0.5719,R0P1XS910BAF4J,B65D869BAB,Nasher Miles
Lock,tsa,Tsa lock and excellent material,0.5719,R0P1XS910BAF4J,B65D869BAB,Nasher Miles
Durability,quality,Nasher Miles quality is reliable,0.0,R0P1XS910BAF4J,B65D869BAB,Nasher Miles
Durability,quality,Mediocre quality,0.0,RXP5CITUF8CYOT,B3F64DDF09,Nasher Miles
Wheels,360,Smooth 360 wheels,0.0,RXP5CITUF8CYOT,B3F64DDF09,Nasher Miles
Weight,heavy,heavy weight though,0.0,RXP5CITUF8CYOT,B3F64DDF09,Nasher Miles
Handle,handle,The handle is mediocre,0.0,RXP5CITUF8CYOT,B3F64DDF09,Nasher Miles
Wheels,360,Smooth 360 wheels and easy to maneuver,0.4404,RACNU41BTA3RUN,B3F64DDF09,Nasher Miles
Handle,handle,The handle makes it very convenient to use,0.0,RACNU41BTA3RUN,B3F64DDF09,Nasher Miles
Material,material,The material makes it very convenient to use,0.0,R9WR6Q5IK08NJF,B3F64DDF09,Nasher Miles
Wheels,360,Smooth 360 wheels and trendy colors,0.0,R7PP0PNNLO0HHG,B3F64DDF09,Nasher Miles
Durability,quality,Nasher Miles quality is reliable,0.0,R7PP0PNNLO0HHG,B3F64DDF09,Nasher Miles
Lock,tsa,Trendy colors and TSA lock,0.0,RXHFDXK31WBHTF,B3F64DDF09,Nasher Miles
Size & Capacity,compartments,Really impressed with the compartments,0.5256,RXHFDXK31WBHTF,B3F64DDF09,Nasher Miles
Wheels,360,Tsa lock and smooth 360 wheels,0.0,R9Y1XU2FLI01RV,B3F64DDF09,Nasher Miles
Lock,tsa,Tsa lock and smooth 360 wheels,0.0,R9Y1XU2FLI01RV,B3F64DDF09,Nasher Miles
Durability,quality,Nasher Miles quality is reliable,0.0,R9Y1XU2FLI01RV,B3F64DDF09,Nasher Miles
Durability,quality,Excellent quality,0.5719,RA75LD7M08LCWL,B3F64DDF09,Nasher Miles
Wheels,wheels,The wheels makes it very convenient to use,0.0,RA75LD7M08LCWL,B3F64DDF09,Nasher Miles
Wheels,360,Smooth 360 wheels and excellent material,0.5719,RE6OUWZK4IE86D,B3F64DDF09,Nasher Miles
Material,material,Smooth 360 wheels and excellent material,0.5719,RE6OUWZK4IE86D,B3F64DDF09,Nasher Miles
Zipper,zipper,Really impressed with the zipper,0.5256,RE6OUWZK4IE86D,B3F64DDF09,Nasher Miles
Wheels,360,Smooth 360 wheels,0.0,RY37VG688U595C,B3F64DDF09,Nasher Miles
Weight,weight,The weight is even better than my previous bag,0.4404,RY37VG688U595C,B3F64DDF09,Nasher Miles
Lock,tsa,Tsa lock,0.0,RWV9NJS96ALGXZ,B33DCEF80F,Nasher Miles
Handle,handle,The handle impressed me the most,0.4767,RWV9NJS96ALGXZ,B33DCEF80F,Nasher Miles
Durability,sturdy,Looks premium and feels sturdy,0.0,RTE9W0AN6NBYZM,B33DCEF80F,Nasher Miles
Wheels,wheels,The wheels quality is really good for this price range,0.4927,RTE9W0AN6NBYZM,B33DCEF80F,Nasher Miles
Durability,quality,The wheels quality is really good for this price range,0.4927,RTE9W0AN6NBYZM,B33DCEF80F,Nasher Miles
Wheels,360,"Excellent material, smooth 360 wheels, and excellent compartments",0.8126,RKCQY2656AE1IG,B33DCEF80F,Nasher Miles
Material,material,"Excellent material, smooth 360 wheels, and excellent compartments",0.8126,RKCQY2656AE1IG,B33DCEF80F,Nasher Miles
Size & Capacity,compartments,"Excellent material, smooth 360 wheels, and excellent compartments",0.8126,RKCQY2656AE1IG,B33DCEF80F,Nasher Miles
Size & Capacity,spacious,Compact yet spacious,0.0,RA35WFW5Q52DEZ,B33DCEF80F,Nasher Miles
Handle,handle,The handle deserves special mention,0.4019,RA35WFW5Q52DEZ,B33DCEF80F,Nasher Miles
Wheels,360,Trendy colors and smooth 360 wheels,0.0,RBCLTRH9VGKY5C,B33DCEF80F,Nasher Miles
Handle,handle,The handle is really impressive,0.5563,RBCLTRH9VGKY5C,B33DCEF80F,Nasher Miles
Wheels,360,Smooth 360 wheels and excellent material,0.5719,RE1G41IO4KOXHJ,B33DCEF80F,Nasher Miles
Material,material,Smooth 360 wheels and excellent material,0.5719,RE1G41IO4KOXHJ,B33DCEF80F,Nasher Miles
Durability,sturdy,Looks premium and feels sturdy,0.0,RE1G41IO4KOXHJ,B33DCEF80F,Nasher Miles
Material,material,The material quality is really good for this price range,0.4927,RE1G41IO4KOXHJ,B33DCEF80F,Nasher Miles
Durability,quality,The material quality is really good for this price range,0.4927,RE1G41IO4KOXHJ,B33DCEF80F,Nasher Miles
Wheels,360,Smooth 360 wheels and premium look,0.0,RCM0W3C1ZA0DV6,B33DCEF80F,Nasher Miles
Durability,sturdy,Looks premium and feels sturdy,0.0,RCM0W3C1ZA0DV6,B33DCEF80F,Nasher Miles
Durability,quality,The lock quality is really good for this price range,0.4927,RCM0W3C1ZA0DV6,B33DCEF80F,Nasher Miles
Lock,lock,The lock quality is really good for this price range,0.4927,RCM0W3C1ZA0DV6,B33DCEF80F,Nasher Miles
Size & Capacity,fits,Fits all airline requirements,0.0,RM3NKRT0IGYO5L,B33DCEF80F,Nasher Miles
Material,material,Excellent material,0.5719,RM3NKRT0IGYO5L,B33DCEF80F,Nasher Miles
Handle,handle,handle is of great quality,0.6249,RM3NKRT0IGYO5L,B33DCEF80F,Nasher Miles
Durability,quality,handle is of great quality,0.6249,RM3NKRT0IGYO5L,B33DCEF80F,Nasher Miles
Material,material,Premium look and excellent material,0.5719,RN5FNP36F8HARJ,B33DCEF80F,Nasher Miles
Durability,quality,Nasher Miles quality is reliable,0.0,RN5FNP36F8HARJ,B33DCEF80F,Nasher Miles
Lock,tsa,Tsa lock,0.0,RGVRP4RXMD8ZVF,B33DCEF80F,Nasher Miles
Size & Capacity,spacious,Compact yet spacious,0.0,RGVRP4RXMD8ZVF,B33DCEF80F,Nasher Miles
Lock,lock,The lock deserves special mention,0.4019,RGVRP4RXMD8ZVF,B33DCEF80F,Nasher Miles
Wheels,360,Smooth 360 wheels and easy to maneuver,0.4404,RLWWVTMNYEURAN,B33DCEF80F,Nasher Miles
Lock,lock,The lock makes it very convenient to use,0.0,RLWWVTMNYEURAN,B33DCEF80F,Nasher Miles
